City,Address,Coordinates
"г.Донецк, Киевский район","пр. Киевский, 3","(47.090393891929125, 37.90266884755447)"
"г.Донецк, Киевский район","ул. Университетская, 100/102","(46.54508783928331, 38.72122776297512)"
"г.Донецк, Киевский район","пр. Киевский, 44","(47.066540586905326, 38.046394834914736)"
"г.Донецк, Киевский район","пл. Привокзальная, восточная сторона","(49.41831260990772, 36.26943796530114)"
"г.Донецк, Киевский район","ул. Артемовская, 91д","(47.4685440297898, 38.311793871333585)"
"г.Донецк, Киевский район","ул. Артемовская, 91д","(46.686585981932524, 36.2252645411033)"
"г.Донецк, Киевский район","пл. Привокзальная, восточная сторона","(46.88569256436051, 38.677091311052436)"
"г.Донецк, Киевский район","ул. Куйбышева, 246а","(47.53946513348082, 36.88190353613288)"
"г.Донецк, Киевский район","ул. Артема, южнее №179","(48.84510181014861, 36.2429110481588)"
"г.Донецк, Киевский район","пр. Освобождения Донбасса, 2","(46.84100988719137, 38.361268212510616)"
"г.Донецк, Киевский район","ул. Кутузова, 29а","(48.89008546554284, 36.19196142436153)"
"г.Донецк, Киевский район","пр. Партизанский, 46","(49.13883821429478, 37.74371698365435)"
"г.Донецк, Киевский район","ул. Звягильского, 52","(48.990912153588695, 37.65991027982228)"
"г.Донецк, Киевский район","ул. Собинова, 143","(47.50534731485552, 39.192402915368575)"
"г.Донецк, Киевский район","ул. Звягильского, 50","(48.39029142421669, 37.521327910534325)"
"г.Донецк, Киевский район","ул. Савченко, 6а","(48.06080276523073, 36.84250540523197)"
"г.Донецк, Киевский район","ул. Звягильского,59","(49.33756323259729, 38.04029802343119)"
"г.Донецк, Киевский район","ул. Звягильского,50","(49.290333777705094, 37.524243303792524)"
"г.Донецк, Киевский район","ул. Звягильского,50","(48.76530031345722, 38.26036855334841)"
"г.Донецк, Киевский район","ул. Звягильского,50","(46.6803325068847, 37.79389867888392)"
"г.Донецк, Киевский район","ул. Звягильского,50","(46.60787536424128, 36.08519698490811)"
"г. Донецк, Кировский район",г. Донецк,"(46.67705955523156, 39.191922429303126)"
"г. Донецк, Кировский район","ул. Шутова, 26 а ","(46.94692665292142, 38.99224515161475)"
"г. Донецк, Кировский район",г. Донецк,"(49.64321606191907, 38.58379872112759)"
"г. Донецк, Кировский район","ул. Якуба Колоса, 1","(48.13242358102264, 38.39880930195791)"
"г. Донецк, Кировский район",г. Донецк,"(49.28877577862939, 36.71809520996042)"
"г. Донецк, Кировский район","ул. Якуба Колоса, 1 б  ","(49.50446275141766, 36.7426246194408)"
"г. Донецк, Кировский район","г. Донецк, г. Донецк","(47.070548096256836, 38.51824100562063)"
"г. Донецк, Кировский район",ул. Якуба Колоса,"(46.47556985620879, 38.04507390855839)"
"г. Донецк, Кировский район","3 магазина Кировский район: г. Донецк, пересечение пр. Ленинский и ул. Куприна","(49.65230547967944, 37.35024253321508)"
"г. Донецк, Кировский район",г. Донецк,"(48.828475587529724, 37.497089085958116)"
"г. Донецк, Кировский район","ул. В.Терешковой, 1 ж","(47.78662492450201, 36.587506504208115)"
"г. Донецк, Кировский район",г. Донецк,"(49.67654727545047, 37.179774246890425)"
"г. Донецк, Кировский район","ул. Ляшенко, 2 з","(47.123241065194705, 36.17623219440761)"
"г. Донецк, Кировский район","2 магазина Калининский район: г. Донецк, пр. Ильича, д. 91","(48.97302206286959, 37.46515030789398)"
"г. Донецк, Кировский район","г. Донецк, бул. Шахтостроителей, д. 11 б","(46.82470420044901, 39.16109581375487)"
"г. Донецк, Кировский район",1 магазин Ворошиловский район: г. Донецк,"(47.638327862697956, 39.39338684953961)"
"г. Донецк, Кировский район",ул. 50-летия СССР д.157,"(48.18116995062758, 38.032417286151286)"
"г. Донецк, Кировский район",1 магазин Киевский район: г. Донецк,"(47.368755738008986, 38.06379611291006)"
"г. Донецк, Кировский район","ул. Звягильского, д. 59","(47.51930644413708, 37.526593571231565)"
"г. Донецк, Кировский район","ул.Адыгейская, д.14","(47.564945032745186, 36.15404588528364)"
"г. Донецк, Кировский район",пересечение ул. Куприна и пр. Ленинский,"(47.566965979839644, 37.500201429470344)"
"г. Донецк, Кировский район","ул. Высоцкого, 8а","(48.293315588624054, 36.43231655985478)"
"г. Донецк, Кировский район","ул. Терешковой, 30","(49.63760285314025, 39.19516563348865)"
"г. Донецк, Кировский район","ул. Коммунаров, 32","(47.546171239056996, 38.80310945531221)"
"г. Донецк, Кировский район","ул. Ревякина, 24","(48.9313194075257, 37.54362219428846)"
"г. Донецк, Кировский район","ул. Туполева,9","(47.613813755581674, 36.837968561429484)"
"г. Донецк, Кировский район","ул. Адыгейская, 1д","(46.39836598326371, 39.03189435765285)"
"г. Донецк, Кировский район","ул. Туполева, 7 в","(48.118558764518085, 38.24321235187349)"
"г. Донецк, Кировский район",пересечение ул. Куприна и пр. Ленинский п№7,"(47.26941525417392, 36.91293629308079)"
"г. Донецк, Кировский район","ул. Артема, 154","(49.09365221219247, 36.630447759443406)"
"г. Донецк, Кировский район","пр.Мира, 11а","(46.38623835125724, 36.05553746420997)"
"г. Донецк, Кировский район","ул.Петровского, 111д","(48.50080873716654, 36.8583205268664)"
"г. Донецк, Кировский район",,"(46.99428473472529, 36.19961025493116)"
"г. Донецк, Кировский район",г. Донецк,"(46.39770991119623, 38.690247094311076)"
